,PC1,PC2,PC3
CURCUMA PIERREANA GAGNEP. (stem and leaf oil),0.6504085256814895,-0.35421963232541703,1.5172543561916474
CINNAMON LEAF (Cinnamomum zeylanicum Blume),0.6633065956686978,-0.2599306498700048,1.6039127544488485
RED SAGE (Texas sage) (S. coccinea Juss. ex Murr.),0.6586892326762607,-0.3517334611244823,1.5772610842303485
"WHITE SESAME SEED OIL (cold-pressed, fresh)",0.509914718806829,-0.33440991065797426,0.8751202157601642
WHITE PEPPER OIL (Piper nigrum L.),0.6942510915822151,1.0891164478262982,1.7891333529697115
"HEMP OIL (cold-pressed, fresh)",0.6298885972145768,-0.33117536944215736,1.0020326731932343
BLACK PEPPER LEAF (cv. Clonada),0.6594933115464772,-0.35676878501034454,1.5719133612078586
DRAGONHEAD (Dracocephalum moldavica L.),0.6504145601786678,-0.3541638630758034,1.5173040742444914
"OCIMUM, OTHER TYPES",0.6504139552763463,-0.3542030903652395,1.517301139474072
ANGELICA ROOT OIL,0.699412182874893,0.1887553569401826,1.8979445731884337
"UNROASTED ARGAN OIL (cold-pressed, old)",0.7074751978156711,-0.40543889457992865,1.2169400295123496
GREATER GALANGA (Laos) (Alpinia galanga Willd.),0.658474418267213,-0.36464814857517885,1.5858734962640446
THYMUS VULGARIS L.,0.7314207516630982,0.2642249977261962,1.9533116217115958
BLACK PEPPER LEAF (cv. Uthirankota),0.6565394775014499,-0.3599989722805171,1.559642155001696
"THYMUS, OTHER TYPES",0.7312593830378192,0.7802596725897624,1.7013492543435462
"ETHIOPIAN PEPPER, GUINEA PEPPER (X. aethiopica)",0.6756013315745403,-0.1049737073451717,1.7048365866560262
"HEMP OIL (cold-pressed, old)",0.35264483856979995,-0.34010260650257923,0.9259463650038531
"BLACK CUMIN OIL (cold-pressed, fresh)",0.6642202565217841,-0.36956205706622275,1.5948220086383038
CURCUMA CAESIA ROXB.,0.6528779563943158,-0.3531317507855165,1.5345455765405926
CALABASH NUTMEG (Monodora myristica Dunal),0.6977913708568241,1.2468870698324557,1.8417665835313597
MEADOWSWEET FLOWER OIL (Filipéndula ulmária),0.6485312591102004,-0.3585837313464862,1.5611322656917799
CYMBOPOGON FLEXUOSUS OIL,0.6661918881749902,-0.2804585030321147,1.6239808510860414
GINGER MINT (Mentha gentilis),0.6979584945869163,-0.33245696078749093,1.6249135921263245
"WHITE POPPY SEED OIL (cold-pressed, fresh)",0.12864547860602502,-0.49429388980975053,0.0742736134810733
XYLOPIA PARVIFLORA (A. RICH) BENTH.,0.6741090647912887,-0.06980669617521403,1.7032536588763334
"ROASTED ARGAN OIL (cold-pressed, fresh)",1.8696861020021824,-0.42453926245409335,1.0004029450544936
BURGUNDY TRUFFLE (Tuber uncinatum),0.7229374450614326,-0.37379746196875613,1.3584485385810028
"MUSHROOM, OTHER VARIETIES",-1.3239290070390468,-0.7081374995693805,-5.807130585294116
AGARICUS (= Psalliota) varieties,0.648704816123787,-0.38262647854150816,1.2936617641342179
BOLETUS EDULIS (dried),-0.9970887487282478,-0.48629426519813296,-0.6037827744657509
CHAMPIGNON (Agaricus bisporus),0.6538829608082517,-0.36672178624440926,1.3888731441222835
MATSUTAKE (Tricholoma matsutake),0.6827334746925564,-0.5268168770157625,1.402634936259432
BLACK TRUFFLE (Tuber melanosporum),-0.12259222506880786,-0.4617515358288835,-1.878141259403682
BAGNOLI or LORRAINE TRUFFLE (Tuber mesentericum),0.6592548440542,-0.3978094067631401,1.3906370812184636
MUSCATEL TRUFFLE (Tuber brumale var. Moschatum),0.400200784056985,-0.40105322389687825,1.3715536045702534
TUBER panniferum,0.6491427131458314,-0.3719820318122777,1.2557738077399887
SHIITAKE (Lentinus edodes Sing.),0.6877198151711653,-0.40313569999248033,0.8271202593798319
TUBER excavatum,0.6515551500129825,-0.36523337414764245,1.5115408791112301
HEBELOMA SACCHARIOLENS,0.6524962967247644,-0.3572887351547229,1.522782267281731
KALAHARI TRUFFLE (Tuber oligospermum),0.6505743448546211,-0.3571495065288791,1.5173571381291822
DESERT TRUFFLE (Terfeziaceae),0.6740522265479348,-0.3164035342074891,1.6867516604930386
WHITE ALBA TRUFFLE (Tuber magnatum pico),0.544320882432157,0.02845693336448672,1.0838318525072335
SUMMER TRUFFLE (Tuber aestivum),0.5607867699769049,-0.3867229004676329,1.1531235235051673
WINTER TRUFFLE (Tuber brumale),0.5628096416931365,-0.3833559610119253,1.4453975465683213
BIANCHETTE TRUFFLE (Tuber borchii),0.4792906306054203,-0.1121288893450537,1.2778398180088115
RED WINE (Nebbiolo),0.6543909665090364,-0.3594956435587739,1.5418131813836875
DRY WHITE WINE (BLENDED),0.6504254862982959,-0.35417412337687126,1.5173528102608855
"WHITE WINE (Verdejo, retail stored)",0.6477893434417317,-0.3012466274069163,1.1212832281253418
RED WINE (non-categorised),-0.7408491447898751,-2.0177011323703464,-43.561705189338305
SAKE (Sokujo-brewed),0.6612790068753128,-0.3387066583753868,1.6057884814465428
MUST (Leon Millot),0.6130207467745417,-0.2341668408199319,1.4603315870818774
WHITE WINE (Albariño - O Rosal),0.6505132211732096,-0.32637659555728527,1.5136228080880383
CASHEW APPLE WINE,0.4922100821618262,-0.19517882048399338,1.2172753092039361
WHITE WINE (Riesling),0.831897490965291,-0.30047370340153146,0.9962683017331889
RED WINE (Dornfelder),0.46778269129483785,-0.3944709438879539,0.58638092903188
DRY WHITE WINE (Chardonnay),0.6583082879267733,-0.1838018652028008,1.110342731609982
RED WINE (Tinta Negra Mole),0.8897672564836634,-0.40903102121877294,1.351590932030597
RED WINE (Barbera + Croatina),0.6543885680715329,-0.35895516738094585,1.538544688889907
"RED WINE (Leon Millot, S. cerevisiae+Z. bailii)",0.60340802502646,-0.27542015550090665,1.4686985774084258
WHITE WINE (non-categorised),1.2031593105974518,-7.807423413367648,-193.9753080545867
CHINESE RICE WINE (Guyelongshan Huadiao),0.6294796509095845,-0.3536567615656181,1.4675845129852467
FINNISH LAGER BEER,0.6526060031665571,-0.3537598300960778,1.519985293120007
CIDER (APPLE WINE),0.6004320268904655,-0.3158041575902448,-4.988319592484195
"WHITE WINE (Verdejo, cellar stored)",0.6477893434417317,-0.3012466274069163,1.1212832281253418
RED WINE (Cabernet Sauvignon-based),0.8598512508177297,-0.739076320823646,-2.0488368916903026
BANTU BEER,0.3042590974095585,-0.35733657592074664,0.21903738128977238
AMONTILLADO SHERRY WINE,0.659480287115002,-0.39977523701515644,0.688561230190655
WHEAT BEER (Belgian),0.6504147489888781,-0.35398771478639773,1.5172979932400588
WHITE WINE (Ehrenfelser),0.6483281700146936,-0.28547942772172324,1.0690484422302424
"RED WINE (Leon Millot, Z. bailii fermented)",0.6543213985927668,-0.37157699709683173,1.6207802271850358
RED WINE (Monastrell),0.6102241068853365,0.06170237331635038,0.8221369852174165
WHITE WINE (Gewürtztraminer),0.6753338344036381,-0.35419558086591685,1.5165175318243995
WHITE WINE (Ruländer),0.8341977961167338,-0.3684519696562831,1.4707270279850295
KIWI WINE (W. anomalus),0.6557930030483294,-0.35362302932278145,1.5173125918165815
STRAWBERRY WINE,0.7612078560234612,-0.29129158348723394,1.1659439314962188
GUAVA WINE,0.6252174674969665,-0.2340484406528197,0.21301100182654895
SPARKLING WINE,0.8898810361683622,-0.28930117335013134,-2.028987025579401
GUGIJAJU (KOREAN RICE WINE),0.6433399176148001,-0.3775333710117658,2.3282435401333013
RED WINE (Noble muscadine),0.20198896331590985,-0.41024961120286774,0.5419658519928743
RED WINE (Aglianico del Vulture),0.6492909102256067,-0.35442461942497033,1.51027933248266
"RED WINE (Cabernet Sauvignon, RO concentrated)",0.6689742854136446,-0.3828054995914375,1.4825533330786602
"RED WINE (Leon Millot, S. cerevic.+M. pulcherrimo)",0.6029292989887325,-0.2901313447965004,1.4496444064791658
WHITE WINE (Lugana),0.6404832043075472,-0.3008290159415087,0.7665653366422008
KIWI WINE (S. cerevisiae),0.6546160665023719,-0.35367144751497215,1.5165185863362354
DRY WHITE WINE (Sauvignon Blanc),-0.02354761258195314,-0.34635626865694097,1.4236709734907302
RED WINE (Tannat),0.6543909665090364,-0.3594956435587739,1.5418131813836875
DRY WHITE WINE (Chardonnay w o malolactic ferment),0.6514079322071863,-0.35738006006786194,1.5157560546749713
POMEGRANATE wine (Punica granatum L.),0.6509519096988687,-0.3535621778025701,1.5073558995339968
MUST (Ulugbey Karasi),0.6504061899970677,-0.3541492825922204,1.5172478999672652
"RED WINE (Cabernet Sauvignon, NF concentrated)",0.6689734557300137,-0.382784720490672,1.4825546743297982
DRY WHITE WINE (Chenin blanc),0.65040024987536,-0.3542957906894226,1.5180184758634812
RED WINE (Barbera),0.6543909665090364,-0.3594956435587739,1.5418131813836875
AUSTRIAN BEER,0.6504082338913304,-0.3643722413251172,1.517714905405903
RED WINE (Vidadillo),0.5802523935110708,-0.45200807983164093,-3.72250811836593
DRY WHITE WINE (Verdehlo),0.6504227866341319,-0.3541710725786219,1.517340836303785
MUST (Riesling),0.6504143417492187,-0.35416140313476846,1.5173025129155202
FINO SHERRY WINE,0.6532259409056173,-0.36873247455201863,1.2514207860298427
MUST (Chardonnay),0.6504143417492187,-0.35416140313476846,1.5173025129155202
PORT WINE,-0.5099408538629083,0.17353152196692131,-4.154857495448119
DRY WHITE WINE (Viognier),0.6504155875296949,-0.35416293711662394,1.5173089057515157
"RED WINE (Leon Millot, S. cerevisiae fermented)",0.6072135475996094,-0.28021894016182525,1.4953165501483503
"WHITE WINE (Albillo, H. vineae+S. cerevisiae)",0.6514635172808275,-0.26865049088102094,1.4526278132943662
RED WINE (Ulugbey Karasi),0.6503482025077345,-0.35391172809042226,1.5208360861807975
DRY WHITE WINE (Muscat of Alexandria),0.65040024987536,-0.3542957906894226,1.5180184758634812
CHERRY BEER (Belgian),0.6504147176336231,-0.35407675310066355,1.5173015307384086
PALE ALE CRAFT BEER,0.6581840562920205,-0.3668996152254398,1.5865999825162167
KIWI WINE (S. cerevisiae and W. anomalus),0.6503425659969817,-0.35367688933574565,1.516809426438519
ROSÉ WINE,0.061889816099504176,-0.6963856315570474,-10.324733269451059
LAGER BEER (Belgian),0.6504147380827024,-0.354018684634838,1.5172992236742675
WHITE WINE (Verdicchio),0.6404832043075472,-0.3008290159415087,0.7665653366422008
WHITE WINE (Bacchus),0.6483281700146936,-0.28547942772172324,1.0690484422302424
WHITE WINE (Scheurebe),0.6483281700146936,-0.28547942772172324,1.0690484422302424
SHERRY (non-categorised),1.205044828760934,-2.008648111584131,-30.663400982155608
AMERICAN BEER (premium),0.6504121244003613,-0.35755611608736776,1.517437519199508
BILBERRY WINE,0.7248502889481663,-0.29080736539571567,1.1422073498649505
RED WINE (Bordeaux),0.6524266797103743,-0.3577943127464716,1.499958962810135
TRAPIST BEER (Belgian),0.6504147108172632,-0.35409610925593876,1.5173022997597894
YOUNG DRY WHITE WINE,0.6504157366618096,-0.3541030144113639,1.5183168598293262
DRY WHITE WINE (Thompson Seedless),0.65040024987536,-0.3542957906894226,1.5180184758634812
WHITE WINE (Semillon),0.6562128418314725,-0.17623610586585164,1.1122887978398164
WHITE WINE (Silvaner),0.8341977961167338,-0.3684519696562831,1.4707270279850295
MEASILJU (KOREAN RICE WINE),0.7958928380975991,-0.2991081481149345,2.507200016018753
RED WINE (Pinot noir),0.5763742352684916,-0.3726742797986476,1.3706562159877622
WHITE WINE (Albariño - O Condado),0.6504947890806239,-0.3361894116916544,1.5143987449746472
RED WINE (Merlot),0.6543909665090364,-0.3594956435587739,1.5418131813836875
BEER (non-categorised),-1.7715852368497904,-3.6376848782854267,-28.324552909914132
"RED WINE (Monastrell, ultrasound treated)",0.6084602658477676,0.05512563955676386,0.9515007163468667
OLOROSO SHERRY WINE,0.6533593928772661,-0.3718532540786174,1.188590858815228
PASSION FRUIT WINE,0.6542512105698068,-0.3433972800704284,1.5327249621265302
PALE ALE CRAFT BEER (low alcoholic),0.6541673030151844,-0.3612824104686053,1.559164241096966
KUKWHAJU (KOREAN RICE WINE),0.6745518036997691,-0.46595908167576655,1.726313811567669
"WHITE WINE (Albillo, S. cerevisiae fermented)",0.6514635172808275,-0.26865049088102094,1.4526278132943662
RED WINE (Sagrantino di Montefalco),0.6543909665090364,-0.3594956435587739,1.5418131813836875
WHITE WINE (Kerner),0.6483281700146936,-0.28547942772172324,1.0690484422302424
BOTRYTISED WINE,0.017824303391401643,-0.6467626799861438,-6.467503284512591
SPECIAL WINE,0.17473296146751902,0.4282547634840938,-21.89525820340919
"WHITE WINE (Verdejo, before bottling)",0.6489123218370736,-0.3011527406950862,1.1179156986389178
WHITE WINE (Müller-Thurgau),0.6485865362035889,-0.24837923039718868,1.060623470941594
RED WINE (Shiraz),0.6504149298294081,-0.3541599720077903,1.5173065533556975
WHITE WINE (Pinot blanc),0.8341977961167338,-0.3684519696562831,1.4707270279850295
SAKE (Yamahai-brewed),0.7245167583405495,-0.33037758081589835,2.0566499640009006
LITCHI WINE,0.6570834916711323,-0.3606472832875658,1.3640910032172229
RED WINE (Sangiovese),0.6543909665090364,-0.3594956435587739,1.5418131813836875
PLUM WINE,0.5625112987145063,-0.406810772622457,0.3599996625245987
AMERICAN BEER,0.6504036227268574,-0.3541131135508707,1.5173152036095612
CHINESE RICE WINE QU,0.6499363114555422,-0.3537757373838043,1.519202559136092
"RED WINE (Leon Millot, M. pulcherrima fermented)",0.6562158260728306,-0.3694422903351287,1.6336864273637395
RED WINE (Grenache),0.6504224031753554,-0.35374168754126684,1.5393079531166187
MUST (Müller-Thurgau),0.6504143417492187,-0.35416140313476846,1.5173025129155202
RED WINE (Cabernet Sauvignon),0.672949700375422,-0.3881185147745815,1.507062710966184
YOUNG RED WINE,0.6504157366618096,-0.3541030144113639,1.5183168598293262
